text,intent
"I have had hemorrhoids for many years. I have been using sticky medicines and stuffed medicines, but it has not been good. As long as iodin am a little tired from mold and eat some pestering things, it will expose out, and I will bleed a mess when I do it. What to do",method
"My ankle is sore and swollen after taking the Panax notoginseng pills, what should one do if I stop take the medicine and it hurts?",treatment method
Is there any gastrointestinal disorder,treatment method
"Cold, runny nose, inhalation, sore nose, sore throat, what medicine to take",treatment method
be pupil caliber equal to the diagnostic criteria for brain herniation,disease manifestations
How to address arachnoid vesicle?,method
"Apologies me, i've a breakup of the bountiful toe of my right foot. There is a break on the back of the foot. It has been four days since uniting was put on a ramble, and the swelling hasn't extinct. I begun to feel numb today, what is going on?",symptoms
"Recently, the left brain of the temple seems to be hypoxic, and I feel dizzy when I walk. How should I treat the lack of blood supply to the cerebral arteries",treatment method
Can the annoyance caused by arthritis be treated with Fengtongning tablets?,applicable disease
"What to eat for vitiligo, and what to eat to forestall vitiligo? inward addition to regular treatment of vitiligo, what should you pay attention to in terms of diet, what to deplete for vitiligo, and what to deplete to prevent vitiligo?",method
What should I do if the cough is always bad in the survey stage of pleurisy?,method
Whereof is torsades de channelise in children,definition
May I ask the vaginal PHHow to adjust the value of 38? ,treatment
"How can I help the child, let him concentrate and have a good storage.",method
"Pain like a needle stick in the chest, what's wrong?",disease manifestations
Can a two-year-old child often get retch and catch a cold?,usage
"Hello, I've been feeling itchy underneath recently, and I always want to scratch it with my hands. What kind of medicine is there?",applicable disease
What sort of disease is neurofibromatosis multiple?,definition
Why is there yet fluid after anal fistula surgery,ask more
"I would like to ask, what should I do if I have suffered a urinary tract infection in the past two days after having sex",treatment method
Chest pain after 5 years of ECG examination is complete right branch block. What should I do if there is no problem with cardiac CT,method
follow it normal for a babies to suddenly thrill at nocturnal? Does your baby have this phenomenon? How to relieve it?,symptoms
"Excuse me, doctor, what's the situation with squamous cell carcinoma-related antigen 2.48",ask more
Mode should a depressed patient guide Fluvoxamine Maleate?,usage
Do I need radiotherapy after surgery for esophageal cancer?,treatment method
"What is the difference between the symptoms of epilepsy in shaver and adults? Epilepsy is a type of epilepsy, sudden, recurrent, and short-term wit queasy system dysfunction caused by abnormal brain nerve expelling. The incidence of epilepsy is very high, among which the incidence of epilepsy in young child is higher, about 1.5% triplet%, the first eyeshade of seizures is the showtime 3 days after birth, and the arcsecond peak is the 414th day. clinically , There are many symptoms of epilepsy in young children, but they evidence various characteristics. With the differences in the types of epilepsy in young children, the types of madness in young inseminate and other factors, there are different types of madness in young sows. Symptoms. What are the symptoms of rabies in young sows?",disease manifestations
"Hello, I want to ask, the sprained foot is a little swollen, what kind of medicine is better to use, can Yunnan Baiyao spray work?",applicable disease
"Coughing, expectoration and fever for 2 days with cavity in corrected lung",disease manifestations
"Excuse me, how to treat irregular menstruation?",treatment
What's with the sudden pain in the navel,cause
How about a entertain in Drum Tower Hospital committing suicide?,ask more
Can I draw pregnant by taking levetiracetam tablets? Will it affect the fetus?,ask more
"I sleep very anxious every night, I always feel that iodine will be killed in the middle of the night. Then i fantasize that iodin cry, I am easy to be sad at night, and I have many sleep dreams. If someone says something in the wrong tone, I feel that He has belief on me, and when I meet friends, ace always feel that others don't like me, and ane feel that ane don't like the way others expression at me.",cause
What are the amend for chronic bronchitis?,method
"2 degree high blood pressure, I have been taking Daiwen for more than a month now, what should I do?",method
"2Hello, is there any medicine for the prevention of recurrence of myocardial infarction for sale?",treatment
"iodine plump to the infirmary the morning before yesterday to ascertain for the little fleshy knock on my genitals, and I was in a bad humour. There were more than ten of them, especially the small ones. There were no other symptoms. Condyloma, I would like to know how to choose care of this disease. How should patients with condyloma acuminatum pay attention to care? What is the harm of condyloma acuminatum?",ask more
