text,intent,label
"chest tightness, shortness of breath, excessive phlegm, easy to catch cold, difficulty breathing",symptoms,6
what is normal pressure hydrocephalus in the elderly?,definition,3
"i want to go to the toilet immediately after drinking, what's the matter?",symptoms,6
"excuse me, is the two-and-a-half-year-old baby's special rebelliousness a manifestation of chronic adhd? what should i do? what should i write to?",ask more,1
"hello doctor, i am a 23-year-old man. i have anxiety and depression but no immunodeficiency disorders or chronic diseases. first, i wanna know if my immune system is weakened and how likely am i to die of coronavirus. second, i have itchiness in my throat and shortness of breath. i always have it because of anxiety but now it is more persistent than before. i also feel a very subtle feeling of pain, burning sensation and itchiness in my chest. i did not go out during the past ten days and have not been in contact with someone with positive covid. and i quit smoking past week. down to one or zero cigarettes from 20 a day. why am i feeling itchiness and pain and burning sensation? how likely am i to have covid-19? and how likely am i to die from it?",ask more,1
"acne came back and forth for half a year, and after about half a year, it was start mainly papules, come by lowly pustules, and then it didn't grow much for a few days. the last-place ones are concentrated knots on the lower masticate. some are the size of soybeans, some are very white the small pustules and many scars have healed. now the scars are protruding indurations",disease manifestations,4
how to treated heart palpitations if you cannot sopor,disease manifestations,4
"the inspection discoveries that several position are high, why's baidu genital herpes, is my review a sexually transmitted illnesses?",definition,3
what disease is tubercular empyema,definition,3
"hello doctor, i don't know if i am in menopause now. can i charter dingkundan during menopause?",applicable disease,0
how about bloating after hemorrhoid surgery,method,5
baby's diarrhea and green cake,treatment,7
"i'm almost 50 years old, my aunt is almost finished, but i can't get through it for several months, what is the reason",symptoms,6
a small amount of blood in the stool is a symptom of familial colon polyps. are there any other symptoms? how should it be treated?,ask more,1
is it better to eat cod liver oil or ad drops? please tell me to the sisters who have eaten the baby at home.,ask more,1
"fix, hello, my left face was hit by an iron bar 50 days ago. i had a few stitches at that time. iodine started to have a headache half a month ago. i checked ct today and found cerebral hemorrhage. equal it related to the harm 50 days ago?",cause,2
"to cure variant angina pectoris. is there any special medicine, nifedipine tablets?",treatment method,8
"we all also necessity to remind that sedate chronic diseases can cause scathe to the body, and this will have some very sizable impression on anyone, so when support from epilepsy, people also demand to realize the most common and effectual prevention, then, what're the common stride in the prevention of epilepsy?",definition,3
how effective is glucosamine sulfate capsules in the treatment of secondary osteoarthritis?,applicable disease,0
what medicine can i take to relieve hemorrhoids during breastfeeding?,treatment,7
"this year is 24 years old, marry, and the sister is 26 months old. two mois ago, genital itching, overpopulation, redness, and leucorrhea could not be regain after one or foursome tests. i utilized clotrimazole, metronidazole, and many more. the lotion has not been good. it has not been optimist for more than two months. the vulva is relieving very congested, red and swollen, and it is a niggling itchy. whitethorn i wondering the repair what is locomote on? why has the medication been not good, and there is no other annoyance in the body",symptoms,6
"morning sickness, even drinking water, sometimes vomiting blood,",cause,2
"hello, doctor, may i ask what medicine should i take for enlarged prostate, frequent urination, etc.? thank you",applicable disease,0
"a six male who suffered grievous agony when he first have ill. after examination, he was diagnosed with thrombosed external hemorrhoids. how to treat it?",method,5
"hello, may i ask how to eat shenqi shishiwei granules?",applicable disease,0
my child has a bowel disorder recently. i want to buy chengzhi yongfeng huaji oral liquid and try it. i don't know if the effect will be great?,treatment method,8
do you need to continue taking wenxin granules after a course of treatment,usage,9
"i always get very bad leg cramps when i go to bed at night. sisters point me, what calcium tablets should pregnant women take?",method,5
"upset, panic, fear, concern, tremors in reach and feet, palpitations, cold sweats",symptoms,6
"howdy, i've a fracture under the fibula, can i do it without a plaster? the physician says the alignment is sanction",method,5
stomach pain. the mid of the ii ribs. it's been 2 days. it hurts to comer. it hurts even if i do not eat. i've belching and eruct,disease manifestations,4
tail renhe group's 8-month-old calcium gluconate tope? the box says it is not suitable for babies under one year old,usage,9
the time to make love is short and not strong enough. what should i do in this situation? thank you,treatment,7
"excuse me, is it normal to have abdominal pain but not much bleeding after a week of miscarriage?",cause,2
