text,intent,label
What should I do if I have brook problems?,treatment method,8
"I would like to ask, what should I do if I have a urinary tract infection in the past two days after having sex",treatment method,8
"What's the matter with the exhaustion after taking glimepiride? I have been eating all the time and I can't control it. Then I changed to metformin. It's past 12 o'clock, and now I'm taking glimepiride and it's uncomfortable. What should I do? Is it hypoglycemia?",ask more,1
"Hello, I would like to ask the doctor, what medicine should I take for urinary tract infection? Hope to get help soon, thank you!!!!!!",applicable disease,0
"There are blackheads on the nose, how to use iodophor to remove them",method,5
I'd like to ask if my fibroids can be forthwith deleted after my irregular obstetric surgery,method,5
"I suspect that my spirit has a fantasy, and I am always suspicious. Can I occupy Shenfu Detoxification Capsules?",applicable disease,0
stern female who are 1 months pregnant with joint pain accept Glucosamine Hydrochloride Capsules?,usage,9
Are you supersensitised to vulva and anal itching after using nifuratel suppository?,definition,3
"Hello, my amie has depression, may I ask, do I indigence to take fluoxetine hydrochloride dispersible tablets for a long penalties?",usage,9
"Beginning in May this annum, part of the blue eyelashes of the mighty eye commenced to turn white, and they continued to growth, and fleck appeared on the back of the hand and neck, but the developments promptness was very slow",symptoms,6
"For strong iodine solution, there is a potentiometer in it, should ane use this mountain to rinse the inside of the vagina after preparation? surgery is it outside, such as the lid of strong iodine solution, how much water should be use for a lid , a box of medication has been used for a few days. Thank you, this is the first metre I use the medicine for washing, I don't understand",usage,9
Is it normal to be out of hint on the third day after taking the miscarriages pill?,disease manifestations,4
What are the amend for chronic bronchitis?,method,5
"Because I have high blood pressure, can taking Angong Niuhuang Pill help to lower blood pressure? Can it prevent high blood pressure?",applicable disease,0
Bone headaches and tingling pain when walking. When should I demand anti-bone hyperplasia pill?,usage,9
What to do with nausea and retching in a four-month-old baby?,treatment,7
What's the matter with pregnancy headache and sore throat? Can I take some medicine without side effects? What should I pay attention to?,ask more,1
Is it suitable to take Selote paroxetine hydrochloride lozenge if you've mild slump?,usage,9
Is the 70-flavored pearl pills good for the elderly? manage it have any effect?,ask more,1
The female is 6 months old. She was diagnosed with a hemangioma in April this year. It grows on the child's arm and has a bulge. How long does it take to treat the hemangioma of the infant in Inner Mongolia?,treatment,7
"I have bronchitis. I have a cold these days, a stuffy scent, and a fever. My snot is yellow.",disease manifestations,4
"Frequent urination, inexhaustible urination, you have to put it in your underwear.",disease manifestations,4
Can a 6-month-old baby eat cod liver oil? I neediness to supplement it for my baby now. Let me jazz.,usage,9
What should I do if I am constipated?,treatment,7
"I want to ask if the heart and spleen are deficient, shortness of breath, palpitations, insomnia and dreaminess, can I use Guipi Pills?",treatment method,8
"instantly I drink Aguiyang blood plasma, will it affect the efficacy or other things?",applicable disease,0
"I have condyloma acuminatum on my penis, which is very uncomfortable, especially uncomfortable. I have had a laser before, and now I don't know how to get bettor. It has recurred. How to regale condyloma acuminatum? plow condyloma acuminatum is skillful way?",method,5
Quoi is Connecticut herniation,symptoms,6
"I want to urinate after urinating, what's the matter? It started yesterday afternoon",disease manifestations,4
"Hello, what's the matter with my back sleepiness recently, yellow urine and foam?",symptoms,6
"The ankle was puffy, and I withdraw a film. two hospital doctor said that the bone was mildly fracture, and another hospital doctor said that it was a ligament filtrate and had a plaster ramble. I examine the plaster myself on the 12th day, and now my ankle has been They are all somber and oversized after a few footmark, and the toes are swollen.",disease manifestations,4
"Accidentally fell down, and now the knee is bruised and swollen. Does Yunnan Baiyao aerosol work?",applicable disease,0
How much is the dosage and what occur to coughing sometimes,usage,9
"Hello, may I ask, the fifth metacarpal bone of the right deal is fractured and is still a small deformed, is it necessary for surgery?",treatment,7
What should I do if I have a cough with high origin pressure and a cold?,method,5
what fruit to eat for pasta angina,treatment method,8
what can i use against coronavirus if i run out of hand sanitizer?,method,5
"A month ago, two small fleshy particles grew in the anus. instantly the number has increased, the grain is grueling, and it is not painful or itchy. May I expect if it is condyloma acuminatum, and if so, how should it be treated?",method,5
"how-do-you-do, can Qianggu Capsule be used to treat bone atrophy caused by kidney yang deficiency?",applicable disease,0
"The child coughs repeatedly, and it has become more serious in the past two days. He doesn't cough at night, and coughs very badly during the day",treatment method,8
"Hello, high blood pressure, high mettle and bad heart. Can you take Tongren Niuhuang Qingxin Pill for three months?",applicable disease,0
What to do with master peritonitis,treatment method,8
"I always sleep insomnia at night, the doctor said that conduct olanzapine tablets, will it work?",applicable disease,0
"Jiantangning Capsules are said to have better hypoglycemic effect if they are taken before meals, right?",usage,9
buns I utilizes Yunnan Baiyao tincture?,method,5
What anti-inflammatory drug is is good for COPD,treatment method,8
"Urinary tract infection, tingling, what should I do and how to treat it?",treatment method,8
"i'm not sure, my temperature is 36.5, i have some chills but not significant but i yawn a lot and my breath is short, feels like i have to breath more, i'm laying down breathing through the nose is easier.",disease manifestations,4
